tweetId,user,created,no_of_likes,source_of_tweet,sentiment,,,
120,MOH_Kenya,2022-11-09 13:58:34+00:00,8,None,"Je umechanjwa?\n \nGet fully vaccinated against #COVID-19 in any of the 6000 health facilities nationwide. The vaccine is free and available for all eligible populations.\n \nChanjwa! Pata Chanjo,...",,,
121,MOH_Kenya,2022-11-08 11:32:50+00:00,20,None,"As of 7th November 2022, the #COVID-19 positivity rate in Kenya stood at 9.3%.\n \nVisit the nearest vaccination center and get your first, second or booster dose of the vaccine to stay protected ...",,,
122,cancer_kenya,2022-11-07 13:02:09+00:00,2,None,"In June 2022, ICRF carried out am assessment study into how the Covid 19 disruptions affected the disribution of the HPV Vaccine in selected counties in Kenya.",,,
123,Onorpik,2022-11-04 11:08:58+00:00,181,None,Is it true that COVID-19 vaccine could be partly responsible for the rising cases of defective births in Kenya? A few people seem to think so.,,,
124,HabariKibra,2022-11-03 11:29:48+00:00,5,None,The power of #communityengagement is powerful if meaningful campaigns are to be achieved. @CAID_Kenya public dialogue with selected members of the community in #Nairobi county would be key to atta...,,,
125,CAID_Kenya,2022-11-03 10:31:01+00:00,14,None,Christian Aid today engaged youth from Manyatta in Kisumu to demystify the misinformation on #Covid_19 vaccine which has contributed to vaccine hesitancy and low uptake. The vaccine is safe and el...,,,
126,USAIDKenya,2022-11-03 08:00:48+00:00,8,None,Sharon from Awasi receives her COVID-19 vaccine at Awasi Market. @mms_kenya has been on the ground ramping up interest in vaccination and putting on contextual skits to dispel the myths. #KaaChonj...,,,
127,CAID_Kenya,2022-11-02 08:08:34+00:00,4,None,Only 49.3% of the population in Kisumu County are fully vaccinated as of October 2022. There is need to educate the rest of the public on the need to be vaccinated against COVID-19. CAK will hold ...,,,
128,CAID_Kenya,2022-11-02 08:07:46+00:00,6,None,Only 49.3% of the population in Kisumu County are fully vaccinated as of October 2022. There is need to educate the rest of the public on the need to be vaccinated against COVID-19. CAK will hold ...,,,
129,KBCChannel1,2022-11-02 07:49:33+00:00,3,None,"Kenya has launched a mass Covid-19 vaccination drive in eight counties, the vaccine is aimed at reducing the spread of the disease. The program has been funded by Africa Centre for Disease Control...",,,
130,PSKenya_,2022-11-01 13:54:32+00:00,2,None,"Did you know that the #COVID-19 vaccine is absolutely free and available in over 6000 facilities countrywide?\n\n Stop by any facility and complete your recommended dose.\n\nChanjwa! Pata Chanjo, ...",,,
131,MOH_Kenya,2022-11-01 13:09:05+00:00,21,None,"Did you know that the #COVID-19 vaccine is absolutely free and available in over 6000 facilities countrywide? Stop by any facility and complete your recommended dose.\n \nChanjwa! Pata Chanjo, tuw...",,,
132,MOH_Kenya,2022-11-01 13:08:01+00:00,15,None,"The #COVID-19 vaccine is available in over 300 health facilities in Kiambu County. Visit your nearest vaccination center and complete your recommended dose.\n \nChanjwa! Pata Chanjo, tuwe Chonjo!\...",,,
133,PSKenya_,2022-11-01 12:54:01+00:00,6,None,"The #COVID-19 vaccine is available in over 300 health facilities in Kiambu County.\n\n Visit your nearest vaccination center and complete your recommended dose.\n\nChanjwa! Pata Chanjo, tuwe Chonj...",,,
134,rupali_limaye,2022-10-31 22:37:55+00:00,6,None,Our latest article from our study on COVID-19 vaccine behaviors among pregnant and lactating women. ⁦@IVACtweets⁩\n\nFull article: Lack of clear national policy guidance on COVID-19 vaccines influ...,,,
135,rachelgurarie,2022-10-31 20:47:27+00:00,4,None,Loved being a small part of this work! @JohnsHopkinsSPH @rupali_limaye \nLack of clear national policy guidance on COVID-19 vaccines influences behaviors in pregnant and lactating women in Kenya h...,,,
136,MOH_Kenya,2022-10-31 09:33:05+00:00,12,None,"The #COVID-19 vaccine is available in over 6000 health facilities across the country for all eligible populations. Visit your nearest #vaccination center & get either your first, second or boo...",,,
137,MOH_Kenya,2022-10-31 09:30:40+00:00,15,None,The #COVID-19 vaccines are available in over 50 health facilities in Mombasa County. Stop by and get your recommended dose of the vaccine. It is safe and available countrywide.\n \nChanjwa! Pata C...,,,
138,PSKenya_,2022-10-31 09:24:45+00:00,5,None,"The #COVID-19 vaccine is available in over 6000 health facilities nationwide.\n\n Visit any #vaccination center and get  your first, second or booster dose to stay safe. \n\nChanjwa! Pata Chanjo, ...",,,
139,PSKenya_,2022-10-31 09:09:23+00:00,9,None,The #COVID-19 vaccines are available in over 50 health facilities in Mombasa County. Stop by and get your recommended dose of the vaccine. It is safe and available countrywide.\n\nChanjwa! Pata Ch...,,,
140,irck_info,2022-10-31 04:30:00+00:00,11,None,"""The faith community continues to play a vital role in rallying the community and demystifying myths on COVID-19 vaccine,"" -  Rev. Flora Moraa during Nyamira Interfaith meeting on faith community ...",,,
141,mkkimari,2022-10-29 08:09:58+00:00,0,None,"@Atotii_ @iyanzoo @Kamaug @ntvkenya They’ll build a vaccine hub(m-RNA types). Apart from covid-19 vaccines, Moderna has many other vaccine candidates. For the biotechs, It will be great to have m-...",,,
142,SteveWa17612904,2022-10-28 16:03:19+00:00,1,None,WORD'S FROM A FREE SPEECH TWITTER. \n#1. DONALD J. TRUMP WON THE 2020 ELECTION. \n#2. THE COVID-19 VACCINE KILLS YOUR IMMUNE SYSTEM. \n#3. JOE BIDEN KILLED OUR SOLDIERS IN AFGHANISTAN. \n#4. OBAMA...,,,
143,whiteoak2020,2022-10-28 04:05:59+00:00,2,None,We are extremely excited to have gotten the approval by the @MOH_Kenya to administer #Covid_19  vaccines in our medical Centre. Let's continue protecting ourselves & others from this deadly vi...,,,
144,CAID_Kenya,2022-10-27 10:55:30+00:00,12,None,About 37% of Mombasa County population are fully vaccinated against COVID-19. Our vaccine campaign continues today in Mombasa. Christian Aid is engaging key stakeholders to build critical mass of ...,,,
145,deborahndlovu,2022-10-26 07:35:22+00:00,0,None,@MOH_Kenya where can I get pfeizer or moderna COVID 19 vaccines in Nairobi?,,,
146,MOH_Kenya,2022-10-25 12:45:57+00:00,7,None,"Over 500 facilities are offering the #COVID-19 vaccine in Nairobi County. Walk into your nearest #vaccination center and complete your recommended dose today.\n \nChanjwa! Pata Chanjo, tuwe Chonjo...",,,
147,PSKenya_,2022-10-25 12:36:24+00:00,9,None,"Over 500 facilities are offering the #COVID-19 vaccine in Nairobi County.\n\n Walk into your nearest #vaccination center and complete your recommended dose today.\n\nChanjwa! Pata Chanjo, tuwe Cho...",,,
148,TrustedHealth2,2022-10-25 08:29:17+00:00,0,None,TrustHealthInf: Frequently asked questions on #Covid 19 #vaccines\n\nhttps://t.co/Nwa1JVqCel\n\n Pakistan bringing home body of journalist killed in Kenya,,,
149,TrustHealthInf,2022-10-25 07:57:51+00:00,0,None,Frequently asked questions on #Covid 19 #vaccines\n\nhttps://t.co/bgoUHw1bbx\n\n Pakistan bringing home body of journalist killed in Kenya,,,
150,KenyaRedCross,2022-10-24 11:17:10+00:00,36,None,"#OverTheWeekend we carried on with our COVID-19 vaccination rallying activities with our partner @AfricaCDC in support of @MOH_Kenya, to increase the #COVID19vaccine uptake in hard-to-reach commun...",,,
151,MOH_Kenya,2022-10-24 07:02:21+00:00,11,None,"Make your health a priority by completing your #COVID-19 vaccine dose. The vaccine is free, safe and available in over 6000 facilities across the country.\n \nChanjwa! Pata Chanjo, tuwe Chonjo!\n ...",,,
152,CAID_Kenya,2022-10-19 09:43:09+00:00,10,None,"Fact: Just about 19% of Kenyans have been fully vaccinated (Primary series vaccine) against COVID-19. Today, Christian Aid- Kenya convened stakeholders meeting to kickstart COVID-19 vaccine campai...",,,
153,Amref_Kenya,2022-10-19 07:38:38+00:00,7,None,Have you received your #COVID-19 vaccine?. \nCome to one of our outreaches around Kasarani area TODAY \n\n⏲️ 9-5pm EAT \n\n1⃣Drumvale in Ngundu,\n2⃣ Bypass in Ruai,\n3⃣ Maili Chief’s office in Nji...,
154,MurungaEugine,2022-10-18 21:04:00+00:00,2,None,"@mrembointown @JelaniMK Tuma link ya evidence tusome. In Kenya, and sub-saharan Africa at large, the morbidity and mortality rate due to COVID-19 was low as compared to what the media propagated. ...",,,
155,Wilsonwanjau3,2022-10-15 14:12:51+00:00,9,None,"@ItsMutai Dictators,tyrants & selfish people are the biggest cowards I remember when covid 19 vaccine came someone here in Kenya even bought his secretly and administered it on his entire fami...",,,
156,CAID_Kenya,2022-10-13 07:59:48+00:00,14,None,"Christian Aid is holding an inception workshop in Kisumu for the vaccine campaign seeking to contribute to increased supply, access and uptake of safe, effective and affordable COVID-19 vaccines i...",,,
157,MzalendoWatch,2022-10-11 12:03:20+00:00,0,None,"48.Consolidated Special Audit Report for the Auditor General on Covid 19 Vaccine Roll Out in Kenya as at 31st March, 2022. - @Aaroncheruiyot #BungeLiveSEN",,,
158,MOH_Kenya,2022-10-06 13:11:51+00:00,28,None,"Kenya has received an additional 100,000 doses of Covid-19 Moderna vaccine. The latest consignment, that arrived in the country via KLM, brought the number of doses received in the country to 29,5...",,,
159,Moscowhite2021,2022-10-06 08:18:36+00:00,1,None,*BAHRAIN  6 MONTHS VISA AVAILABLE*\n\n *DUBAI VISA AVAILABLE WITHOUT ADDITIONAL DOCUMENTS FROM DUBAI SYSTEM* \n\n*KENYA TOURIST VISA AVAILABLE READY IN 24HRS*\n\n*GET YOUR 2 DOSE AND BOOSTER COVID...,,,
160,PSKenya_,2022-10-05 13:40:14+00:00,10,None,"Don’t put your loved ones at risk! Stay safe by completing your recommended dose of the #COVID-19 vaccine. It is available in all vaccination centers across the country.\n\nChanjwa! Pata Chanjo, t...",,,
161,PSKenya_,2022-10-04 16:42:37+00:00,0,None,"Make your health your priority by getting vaccinated against  #COVID-19. The vaccine is safe and available in all vaccination centers across the country.\n\nChanjwa! Pata Chanjo, tuwe Chonjo!\n\n#...",,,
162,MOH_Kenya,2022-10-04 11:14:34+00:00,10,None,Make your health and that of your loved ones your first priority by getting vaccinated against  #COVID-19. The vaccine is safe and available in all vaccination centers across the country.\n \nChan...,,,
163,Moscowhite2021,2022-10-04 08:02:50+00:00,1,None,*BAHRAIN  6 MONTHS VISA AVAILABLE*\n\n *DUBAI VISA AVAILABLE WITHOUT ADDITIONAL DOCUMENTS FROM DUBAI SYSTEM* \n\n*KENYA TOURIST VISA AVAILABLE READY IN 24HRS*\n\n*GET YOUR 2 DOSE AND BOOSTER COVID...,,,
164,PSKenya_,2022-10-03 10:17:43+00:00,8,None,"The #COVID-19 vaccine is available in all vaccination centers across the country, walk into your nearest facility and complete your recommended dose today.\n\nChanjwa! Pata Chanjo, tuwe Chonjo!\n\...",,,
165,charles_ibeneme,2022-10-01 09:20:58+00:00,0,None,@AfricaCDC @MastercardFdn This is an amazing opportunity to strengthen the covid-19 CVCs and increase uptake of the vaccines across the counties in Kenya,,,
166,News_Kenya,2022-09-28 13:10:00+00:00,0,None,[COUNTIES] Why Covid-19 vaccine myths continue to spread in Kwale: \nFabricated myths regarding safety made many people shun vaccine.\n https://t.co/NPXIRon68M,,,
167,MOH_Kenya,2022-09-27 18:29:23+00:00,6,None,"Keep the special people In your life safe and protected against #COVID-19 by getting vaccinated against the disease. The vaccine is safe for all eligible populations.\n \nChanjwa! Pata Chanjo, tuw...",,,
168,MOH_Kenya,2022-09-27 18:28:25+00:00,5,None,Don’t let #COVID-19 get in the way of paying your bills. Visit any vaccination center across the country and complete your recommended COVID-19 vaccine dose to stay safe and healthy.\n \nChanjwa! ...,,,
169,PSKenya_,2022-09-27 15:10:32+00:00,1,None,"Keep the special people In your life safe and protected against #COVID-19 by getting vaccinated against the disease. The vaccine is safe for all eligible populations.\n\nChanjwa! Pata Chanjo, tuwe...",,,
170,MOH_Kenya,2022-09-26 14:48:38+00:00,19,None,"The COVID-19 vaccine is safe and can be found in all vaccination centers across the country. Protect yourself against the disease by  getting either your first, second or booster dose.\n \nChanjwa...",,,
171,PSKenya_,2022-09-26 13:27:59+00:00,3,None,"The #COVID-19 vaccine is available in all vaccination centers across the country. Protect yourself against the disease by  getting either your first, second or booster dose.\n\nChanjwa! Pata Chanj...",,,
172,bnyabuti_ke,2022-09-26 11:06:08+00:00,8,None,Covid-19 vaccines are still available in health facilities near you. Get one because they are effective and you care!\n\n@USAIDKenya #PataChanjoTuweChonjo\n@CBCC_Africa @NMS_Kenya \n@WorldVisionKE...,,,
173,WHulius,2022-09-25 09:14:45+00:00,3,None,As Eliud Kipchoge makes another record in the Berlin Marathon. Mzee Hussein Roba reminds us to get the Covid-19 vaccine in order to protect each other. #PataChanjoTuweChonjo\n@CBCC_Africa @NMS_Ken...,,,
174,Moscowhite2021,2022-09-23 18:08:10+00:00,1,None,*BAHRAIN 1 & 6 MONTHS VISA AVAILABLE*\n\n*KENYA TOURIST VISA AVAILABLE READY IN 24HRS*\n\n*GET YOUR 2 DOSE AND BOOSTER COVID 19 VACCINE CARD WITH ONLINE QR CONFIRMATION CODE AT A CHEAPER PRICE...,,,
175,Moscowhite2021,2022-09-23 11:45:35+00:00,0,None,*BAHRAIN 1 & 6 MONTHS VISA AVAILABLE*\n\n*KENYA TOURIST VISA AVAILABLE READY IN 24HRS*\n\n*GET YOUR 2 DOSE AND BOOSTER COVID 19 VACCINE CARD WITH ONLINE QR CONFIRMATION CODE AT A CHEAPER PRICE...,,,
176,MrOkerosi,2022-09-23 11:28:06+00:00,17,None,The Government has ensured there are enough vaccines across the country.\nCome out be vaccinated let's end COVID-19 in the country\n\n#PataChanjoTuweChonjo\n@CBCC_Africa @NMS_Kenya \n@WorldVisionK...,,,
177,News_Kenya,2022-09-22 11:43:21+00:00,0,None,"[BUSINESS] Ruto revisits Covid-19 vaccine apartheid in UN speech: Ruto called on governments, state actors, civil society and the private sector to work together to combat future pandemics and oth...",,,
178,JamalGaddafi,2022-09-22 08:32:35+00:00,17,None,Dr. Carol Ngunu putting it in black and white why you need to be vaccinated. It's important we get the Covid-19 vaccine so that we attain the hard immunity as a country. #PataChanjoTuweChonjo\n@CB...,,,
179,itsmekamau,2022-09-21 17:51:44+00:00,7,None,COVID-19 vaccines are available in all health centres and are effective at protecting people from getting serious ill & being hospitalized.\n#PataChanjoTuweChonjo\n@CBCC_Africa\n@NMS_Kenya \n@...,,,
180,Tromelimited,2022-09-21 10:04:06+00:00,4,None,Side effects of COVID-19 vaccine like a little discomfort are normal and go away within a few days. Do not be scared of taking the jab in fear of these side effects.\n#PataChanjoTuweChonjo\n@CBCC_...,,,
181,KevinRyan911,2022-09-20 23:49:43+00:00,1,None,"@MOH_Kenya We are “in an unprecedented international medical crisis in the history of medicine, due to the large number of diseases and deaths associated with the “vaccines against Covid-19”.” htt...",,,
182,zchemjor,2022-09-20 19:58:00+00:00,7,None,CBC is the new Covid-19 in Kenya. Western globalists are  using local media like @citizentvkenya  to push it through our throats by force like they did with the Covid-19 vaccines. \nCBK Governor\n...,,,
183,Amref_Kenya,2022-09-20 15:28:09+00:00,6,None,"For more than two centuries, vaccines have been used to save millions of lives. COVID-19 vaccine is the latest example of how effective vaccines are in reducing deaths. Get vaccinated today at you...",,,
184,Siasa_2022,2022-09-20 06:29:24+00:00,0,None,"@TheStarKenya Covid-19 pandemic was over in the Kenya many months ago, but @Amref_Kenya with advise of @daktari1 has continued to harm kenyans with dangerous vaccines, to hit the target and praise...",,,
